Rank,index,RA,Dec,Probability
84,1122,225.774769,-82.094306,4.162881179235832e-05
85,1238,237.270367,-82.094306,3.8283063290603436e-05
86,2685,248.765964,-82.094306,3.477648151217588e-05
87,6467,260.261562,-82.094306,3.2064461628126624e-05
88,5383,271.75716,-82.094306,3.1355367973597286e-05
89,4547,283.252758,-82.094306,2.95068704859561e-05
90,2683,294.748356,-82.094306,2.6990648872761617e-05
91,1360,306.243954,-82.094306,2.6049608921981056e-05
92,6030,317.739552,-82.094306,2.4233594641141015e-05
93,7366,329.235149,-82.094306,2.229766275517206e-05
94,7591,340.730747,-82.094306,2.1556644785566307e-05
95,3574,352.226345,-82.094306,2.1081126139208718e-05
96,3029,4.633329,-80.513167,1.94985046838489e-05
97,2202,14.226399,-80.513167,1.8956612974501062e-05
98,4349,23.819468,-80.513167,1.7823342871092387e-05
99,2359,33.412538,-80.513167,1.662636615350364e-05
100,1362,43.005608,-80.513167,1.5818530718875148e-05
101,2048,52.598678,-80.513167,1.4076966060673559e-05
102,4962,62.191748,-80.513167,1.301524576894755e-05
103,6026,71.784817,-80.513167,1.2096181295833058e-05
104,1011,81.377887,-80.513167,1.2064632714798616e-05
105,3204,90.970957,-80.513167,1.0684705762786628e-05
106,1010,100.564027,-80.513167,1.004388994165913e-05
107,2050,110.157096,-80.513167,9.677250817083185e-06
108,7364,119.750166,-80.513167,9.561443116921074e-06
109,2357,129.343236,-80.513167,9.481468865568288e-06
110,904,138.936306,-80.513167,8.453544943993857e-06
111,7592,148.529376,-80.513167,8.277614140632552e-06
112,5597,158.122445,-80.513167,7.310479779980645e-06
113,5379,167.715515,-80.513167,7.162904582150637e-06
114,3386,177.308585,-80.513167,7.152952887061484e-06
115,1760,186.901655,-80.513167,7.136260834103808e-06
116,7818,196.494724,-80.513167,6.623671606247614e-06
117,1123,206.087794,-80.513167,5.9012092048500554e-06
118,1121,215.680864,-80.513167,5.800520539976939e-06
119,2855,225.273934,-80.513167,5.314739360726417e-06
120,1490,234.867004,-80.513167,5.168152953685355e-06
121,804,244.460073,-80.513167,5.12797911355726e-06
122,4151,254.053143,-80.513167,5.111059833217781e-06
123,9999,263.646213,-80.513167,5.041189470672733e-06
124,3389,273.239283,-80.513167,5.006620576057766e-06
125,905,282.832353,-80.513167,4.101498743937274e-06
126,1240,292.425422,-80.513167,3.954831204467867e-06
