Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,filtered_GW191230_180458_7dt_separate.csv,30,50,1,25,0.422982,29.9355,6.021e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 100
Genetic,filtered_GW191230_180458_7dt_separate.csv,30,50,1,29,0.477676,29.1903,4.23534,0 1 13 19 2 15 9 23 16 5 10 3 7 12 11 4 27 17 6 8 14 24 21 18 25 22 26 20 100
AntColony,filtered_GW191230_180458_7dt_separate.csv,30,50,1,29,0.46892,29.3458,1.60395,0 1 13 11 28 41 16 9 15 19 2 5 10 3 7 12 4 29 27 17 6 8 31 14 18 25 20 22 100
Hoogeveen,filtered_GW191230_180458_7dt_separate.csv,30,50,1,29,0.477676,29.7495,0.012575,0 1 23 16 9 15 5 10 2 19 13 11 3 7 12 4 6 17 8 14 24 21 18 20 22 25 26 27 100
HoogeveenParallel,filtered_GW191230_180458_7dt_separate.csv,30,50,1,29,0.477676,29.2549,0.00518157,0 1 23 16 9 15 5 10 2 19 13 11 3 7 12 4 27 17 6 8 14 24 21 18 25 22 20 26 100
Hoogeveen+Genetic,filtered_GW191230_180458_7dt_separate.csv,30,50,1,29,0.477676,29.6656,4.74216,0 2 19 13 3 7 12 18 20 26 22 25 21 24 14 8 6 17 27 4 11 1 10 5 15 9 16 23 100
Greedy,filtered_GW191230_180458_7dt_separate.csv,40,50,1,32,0.515984,39.3578,7.852e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 100
Genetic,filtered_GW191230_180458_7dt_separate.csv,40,50,1,38,0.581413,39.7901,5.05537,0 2 5 28 7 29 13 1 10 19 15 33 30 35 16 23 9 3 11 12 4 27 17 6 34 36 31 24 21 18 26 32 22 20 25 14 8 100
AntColony,filtered_GW191230_180458_7dt_separate.csv,40,50,1,39,0.577945,39.9073,5.6257,0 1 10 2 5 9 16 23 33 15 43 19 13 11 12 7 3 28 46 29 4 27 17 6 8 31 14 45 39 37 21 18 25 22 20 32 26 40 100
Hoogeveen,filtered_GW191230_180458_7dt_separate.csv,40,50,1,38,0.581413,39.1834,0.00373795,0 1 35 30 16 23 33 15 9 5 2 19 13 10 28 3 11 12 7 29 4 27 17 6 34 8 31 14 24 21 25 22 26 32 20 18 36 100
HoogeveenParallel,filtered_GW191230_180458_7dt_separate.csv,40,50,1,38,0.581413,39.1834,0.00568512,0 1 35 30 16 23 33 15 9 5 2 19 13 10 28 3 11 12 7 29 4 27 17 6 34 8 31 14 24 21 25 22 26 32 20 18 36 100
Hoogeveen+Genetic,filtered_GW191230_180458_7dt_separate.csv,40,50,1,38,0.581413,39.728,7.11637,0 10 16 30 35 23 33 15 9 5 2 36 24 21 18 20 32 26 22 25 14 31 8 34 6 17 27 4 11 3 28 1 29 7 12 13 19 100
Greedy,filtered_GW191230_180458_7dt_separate.csv,50,50,1,38,0.581413,49.1909,6.753e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 100
Genetic,filtered_GW191230_180458_7dt_separate.csv,50,50,1,47,0.662779,49.954,3.78831,0 4 29 12 7 10 28 38 6 45 24 21 18 25 22 20 26 32 40 42 39 37 36 34 31 14 8 17 27 3 11 13 2 30 44 35 23 33 41 5 16 9 15 43 19 1 100
AntColony,filtered_GW191230_180458_7dt_separate.csv,50,50,1,48,0.654575,49.7345,3.54817,0 1 13 19 43 2 10 5 15 33 23 30 16 9 41 55 28 3 11 58 12 49 27 17 6 46 7 4 29 38 34 8 31 14 36 51 24 39 21 42 25 18 20 32 26 22 53 100
Hoogeveen,filtered_GW191230_180458_7dt_separate.csv,50,50,1,47,0.662779,49.2212,0.0148854,0 1 44 35 30 23 15 43 33 9 16 41 5 2 19 13 10 28 3 11 12 27 4 7 29 38 6 17 31 21 37 18 20 32 40 26 22 25 42 39 24 14 36 8 34 45 100
HoogeveenParallel,filtered_GW191230_180458_7dt_separate.csv,50,50,1,47,0.662779,49.2212,0.00639747,0 1 44 35 30 23 15 43 33 9 16 41 5 2 19 13 10 28 3 11 12 27 4 7 29 38 6 17 31 21 37 18 20 32 40 26 22 25 42 39 24 14 36 8 34 45 100
Hoogeveen+Genetic,filtered_GW191230_180458_7dt_separate.csv,50,50,1,47,0.662779,49.0154,5.09533,0 1 13 19 43 15 33 9 16 23 30 35 44 41 5 2 10 28 3 11 12 27 4 7 29 38 6 17 31 8 34 36 40 26 22 25 42 39 45 14 24 37 21 18 20 32 100
Greedy,filtered_GW191230_180458_7dt_separate.csv,60,50,1,45,0.645958,59.6499,6.978e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 100
Genetic,filtered_GW191230_180458_7dt_separate.csv,60,50,1,56,0.721219,59.9212,5.12056,0 41 44 30 16 50 48 35 23 5 2 43 9 33 15 19 1 3 7 27 17 31 34 36 45 51 24 21 25 18 20 22 26 32 40 47 53 52 39 42 37 14 8 6 4 12 49 11 13 10 28 46 29 38 54 100
AntColony,filtered_GW191230_180458_7dt_separate.csv,60,50,1,57,0.716205,59.4781,4.30599,0 1 3 11 58 54 13 19 2 15 9 33 50 64 48 44 35 30 23 16 41 5 55 10 28 46 29 4 7 12 27 17 6 38 34 8 31 14 36 51 24 45 39 21 42 25 37 56 18 20 32 26 22 52 53 62 100
Hoogeveen,filtered_GW191230_180458_7dt_separate.csv,60,50,1,57,0.726715,59.9623,0.0187534,0 1 48 44 35 50 33 23 30 16 41 5 9 15 43 19 2 10 28 46 7 3 13 54 11 12 49 27 4 29 38 6 17 34 8 31 14 36 51 37 24 45 39 42 21 18 20 32 40 47 26 22 25 52 53 56 100
HoogeveenParallel,filtered_GW191230_180458_7dt_separate.csv,60,50,1,57,0.726715,59.9623,0.0102692,0 1 48 44 35 50 33 23 30 16 41 5 9 15 43 19 2 10 28 46 7 3 13 54 11 12 49 27 4 29 38 6 17 34 8 31 14 36 51 37 24 45 39 42 21 18 20 32 40 47 26 22 25 52 53 56 100
Hoogeveen+Genetic,filtered_GW191230_180458_7dt_separate.csv,60,50,1,57,0.72681,59.7261,4.05622,0 1 5 41 16 23 30 48 44 35 50 33 9 15 43 19 2 55 10 28 46 7 3 13 54 11 12 49 27 4 29 38 6 17 34 36 14 31 8 51 24 45 39 42 52 53 22 26 47 40 32 20 18 37 21 25 100
Greedy,filtered_GW191230_180458_7dt_separate.csv,70,50,1,51,0.690469,69.7298,7.055e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 100
Genetic,filtered_GW191230_180458_7dt_separate.csv,70,50,1,64,0.763264,69.4896,4.30714,0 2 1 5 9 15 16 55 41 59 43 50 33 30 48 35 44 61 23 10 3 13 11 57 54 58 6 8 14 56 60 32 26 40 47 53 25 52 22 18 20 21 37 39 42 45 31 27 17 7 46 28 19 29 4 49 12 38 34 36 24 51 62 100
AntColony,filtered_GW191230_180458_7dt_separate.csv,70,50,1,66,0.766047,69.2483,3.89489,0 1 13 54 57 86 43 59 78 50 98 64 48 44 35 30 23 33 16 61 41 55 5 9 15 19 2 10 28 3 7 46 29 4 12 11 58 49 27 17 6 38 34 8 31 14 45 39 24 21 42 25 18 52 53 22 26 47 40 32 20 56 37 51 36 100
Hoogeveen,filtered_GW191230_180458_7dt_separate.csv,70,50,1,66,0.772507,69.7923,0.012152,0 1 48 64 50 35 44 63 61 30 23 5 15 43 59 33 9 16 41 55 28 46 7 10 2 19 57 54 13 3 11 58 49 27 12 4 29 38 6 17 31 8 34 36 14 45 51 24 39 42 21 37 56 60 32 20 18 25 52 53 22 26 40 47 62 100
HoogeveenParallel,filtered_GW191230_180458_7dt_separate.csv,70,50,1,66,0.772507,69.7923,0.0117757,0 1 48 64 50 35 44 63 61 30 23 5 15 43 59 33 9 16 41 55 28 46 7 10 2 19 57 54 13 3 11 58 49 27 12 4 29 38 6 17 31 8 34 36 14 45 51 24 39 42 21 37 56 60 32 20 18 25 52 53 22 26 40 47 62 100
Hoogeveen+Genetic,filtered_GW191230_180458_7dt_separate.csv,70,50,1,66,0.772507,69.6255,5.22504,0 1 13 54 57 19 2 10 5 9 33 59 43 15 23 61 63 44 48 64 50 35 30 16 41 55 28 46 7 3 11 58 49 17 31 8 34 36 6 38 29 4 12 27 14 45 51 24 39 42 21 37 56 60 32 20 18 25 52 53 22 26 62 47 40 100
Greedy,filtered_GW191230_180458_7dt_separate.csv,80,50,1,58,0.732305,79.9469,7.284e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 100
Genetic,filtered_GW191230_180458_7dt_separate.csv,80,50,1,73,0.79893,79.8852,4.1286,0 28 10 5 15 54 58 3 13 11 12 49 29 38 7 4 6 36 51 39 37 22 53 52 25 26 68 62 60 56 31 34 46 2 1 9 50 16 55 61 63 30 71 69 64 48 44 35 23 33 59 78 41 43 57 19 27 17 70 8 14 24 45 42 21 18 20 47 40 32 73 79 100
AntColony,filtered_GW191230_180458_7dt_separate.csv,80,50,1,75,0.802144,79.188,3.06004,0 1 19 2 10 55 41 61 16 30 63 82 71 48 44 64 35 50 78 59 33 23 9 5 15 43 57 54 13 11 3 28 46 7 29 38 34 88 36 51 37 56 20 60 79 68 32 26 22 18 21 24 14 31 8 6 4 12 58 49 27 81 17 70 87 45 39 42 25 52 53 62 40 47 100
Hoogeveen,filtered_GW191230_180458_7dt_separate.csv,80,50,1,75,0.804631,79.8456,0.0122148,0 1 69 71 48 64 41 61 63 44 35 30 16 23 50 78 33 59 15 2 19 54 13 57 86 43 9 5 10 83 55 28 46 7 3 11 58 49 12 4 29 38 6 27 81 70 31 17 8 34 36 14 45 51 24 39 25 18 22 20 60 56 37 21 42 52 53 62 26 32 68 40 47 73 100
HoogeveenParallel,filtered_GW191230_180458_7dt_separate.csv,80,50,1,75,0.804631,79.8456,0.0127159,0 1 69 71 48 64 41 61 63 44 35 30 16 23 50 78 33 59 15 2 19 54 13 57 86 43 9 5 10 83 55 28 46 7 3 11 58 49 12 4 29 38 6 27 81 70 31 17 8 34 36 14 45 51 24 39 25 18 22 20 60 56 37 21 42 52 53 62 26 32 68 40 47 73 100
Hoogeveen+Genetic,filtered_GW191230_180458_7dt_separate.csv,80,50,1,75,0.805007,79.7594,5.64413,0 1 19 2 15 59 33 78 50 64 48 71 69 23 16 30 35 44 63 61 41 55 83 10 28 46 7 3 54 13 57 43 9 5 11 58 49 12 4 29 38 6 17 27 81 70 31 8 34 36 14 45 39 24 51 25 18 22 20 60 56 37 21 42 52 53 62 26 32 68 40 47 73 79 100
Greedy,filtered_GW191230_180458_7dt_separate.csv,90,50,1,64,0.763264,89.7258,7.633e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 100
Genetic,filtered_GW191230_180458_7dt_separate.csv,90,50,1,81,0.821908,89.5733,6.9886,0 83 29 24 21 56 51 70 18 20 22 25 52 53 47 62 26 32 79 40 68 73 60 80 45 42 39 37 36 34 31 27 3 46 1 2 86 58 11 57 54 4 6 17 8 14 81 49 12 28 55 19 13 59 43 41 5 23 16 15 33 78 50 30 61 63 48 64 82 84 69 71 44 35 9 10 7 38 87 88 100
AntColony,filtered_GW191230_180458_7dt_separate.csv,90,50,1,84,0.828938,89.152,2.94488,0 1 10 5 2 13 19 57 54 58 49 81 70 31 8 14 37 56 18 20 60 79 32 26 40 68 99 73 93 47 62 53 22 52 25 21 42 80 87 45 39 24 51 36 88 34 38 6 17 27 4 29 12 11 3 46 7 28 83 55 41 16 23 33 9 15 43 86 89 59 78 50 35 30 61 63 44 82 71 48 64 69 84 100
Hoogeveen,filtered_GW191230_180458_7dt_separate.csv,90,50,1,84,0.828982,89.7995,0.0135785,0 1 21 37 56 60 79 68 73 93 47 40 32 26 62 53 22 20 18 25 52 95 42 80 39 24 51 88 36 34 8 14 45 87 31 17 70 81 27 6 38 29 4 12 49 58 11 7 46 3 28 83 55 10 5 9 50 78 89 86 54 13 57 19 2 15 43 59 33 23 84 69 71 82 48 64 35 44 63 30 61 16 41 100
HoogeveenParallel,filtered_GW191230_180458_7dt_separate.csv,90,50,1,84,0.828982,89.7995,0.0157796,0 1 21 37 56 60 79 68 73 93 47 40 32 26 62 53 22 20 18 25 52 95 42 80 39 24 51 88 36 34 8 14 45 87 31 17 70 81 27 6 38 29 4 12 49 58 11 7 46 3 28 83 55 10 5 9 50 78 89 86 54 13 57 19 2 15 43 59 33 23 84 69 71 82 48 64 35 44 63 30 61 16 41 100
Hoogeveen+Genetic,filtered_GW191230_180458_7dt_separate.csv,90,50,1,84,0.828982,89.9328,5.83351,0 1 34 36 88 51 24 39 80 42 95 52 25 18 20 22 53 62 26 32 40 47 93 73 68 79 60 56 37 21 45 14 8 17 31 87 70 81 27 6 38 29 4 2 57 13 54 86 89 78 50 9 5 10 55 83 28 3 46 7 11 58 49 12 19 43 15 59 33 23 35 64 48 82 71 69 84 44 63 30 61 16 41 100
