Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path,DatasetName
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,10,50,1,11,0.295272,9.77596,5.27305,0 1 9 4 2 6 8 3 5 7 100,filtered_GW200225_060421_7dt_separate.csv
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,10,50,1,11,0.295272,9.77539,1.04355,0 1 4 9 2 6 8 3 5 7 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,10,50,1,11,0.294263,9.8359,0.0012492,0 1 4 2 6 5 7 3 8 10 100,filtered_GW200225_060421_7dt_separate.csv
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,10,50,1,11,0.295272,9.99013,0.00368301,0 1 9 4 2 6 3 5 8 7 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,10,50,1,11,0.295272,9.77596,6.6434,0 1 9 4 2 6 8 3 5 7 100,filtered_GW200225_060421_7dt_separate.csv
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,20,50,1,17,0.437638,19.044,4.689e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 100,filtered_GW200225_060421_7dt_separate.csv
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,20,50,1,20,0.495055,19.6158,3.62131,0 2 4 12 16 9 14 17 15 18 1 6 10 8 11 3 5 7 13 100,filtered_GW200225_060421_7dt_separate.csv
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,20,50,1,20,0.495055,19.3649,1.30131,0 1 4 12 16 17 14 15 9 18 2 6 10 8 11 3 5 7 13 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,20,50,1,20,0.495055,19.5605,0.00219843,0 1 17 14 15 16 9 12 4 18 2 6 10 8 11 3 5 7 13 100,filtered_GW200225_060421_7dt_separate.csv
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,20,50,1,20,0.495055,19.5605,0.0042395,0 1 17 14 15 16 9 12 4 18 2 6 10 8 11 3 5 7 13 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,20,50,1,20,0.495055,19.4902,3.67393,0 1 4 12 16 15 14 17 9 18 10 2 6 11 8 3 5 7 13 100,filtered_GW200225_060421_7dt_separate.csv
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,30,50,1,24,0.561794,29.0813,4.763e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 100,filtered_GW200225_060421_7dt_separate.csv
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,30,50,1,29,0.632754,29.838,3.80724,0 21 26 4 12 9 16 17 20 14 15 18 1 2 6 8 23 5 7 27 19 13 11 10 3 24 25 22 100,filtered_GW200225_060421_7dt_separate.csv
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,30,50,1,29,0.628983,29.2291,1.58897,0 1 26 21 6 11 3 5 7 13 19 29 22 25 24 27 8 10 2 4 18 9 12 16 15 14 17 20 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,30,50,1,29,0.632754,29.2932,0.00287573,0 1 20 17 14 15 16 12 9 18 4 26 21 2 6 10 8 11 3 23 5 7 27 13 19 24 25 22 100,filtered_GW200225_060421_7dt_separate.csv
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,30,50,1,29,0.632754,29.2932,0.00524563,0 1 20 17 14 15 16 12 9 18 4 26 21 2 6 10 8 11 3 23 5 7 27 13 19 24 25 22 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,30,50,1,29,0.632754,29.749,4.23831,0 4 12 16 17 20 14 15 9 18 26 1 2 6 11 13 27 7 5 23 8 21 10 3 19 24 25 22 100,filtered_GW200225_060421_7dt_separate.csv
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,40,50,1,31,0.657535,39.9031,4.083e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 100,filtered_GW200225_060421_7dt_separate.csv
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,40,50,1,38,0.728629,39.8445,4.11014,0 4 12 16 17 20 14 15 9 18 1 2 6 8 23 3 5 13 33 7 27 24 25 22 31 29 19 32 11 10 21 26 30 28 35 34 38 100,filtered_GW200225_060421_7dt_separate.csv
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,40,50,1,38,0.725198,39.256,3.43446,0 1 21 6 11 3 32 33 13 19 29 36 40 31 45 22 25 24 27 7 5 23 8 10 2 26 4 18 12 9 15 16 30 14 17 20 28 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,40,50,1,38,0.728993,39.527,0.0114665,0 1 35 34 28 20 17 14 30 16 15 9 12 4 18 26 21 2 10 6 11 8 23 3 5 32 33 7 27 13 24 19 29 25 22 31 36 100,filtered_GW200225_060421_7dt_separate.csv
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,40,50,1,38,0.728993,39.527,0.00575199,0 1 35 34 28 20 17 14 30 16 15 9 12 4 18 26 21 2 10 6 11 8 23 3 5 32 33 7 27 13 24 19 29 25 22 31 36 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,40,50,1,38,0.728993,39.443,5.03189,0 1 26 18 4 12 9 15 14 28 35 34 20 17 30 16 21 2 10 6 11 8 23 5 3 32 33 7 13 27 24 19 29 25 22 31 36 100,filtered_GW200225_060421_7dt_separate.csv
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,50,50,1,37,0.720021,49.3382,4.245e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 100,filtered_GW200225_060421_7dt_separate.csv
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,50,50,1,46,0.792298,49.2644,3.61659,0 16 15 14 17 20 28 35 34 38 42 41 39 30 12 9 4 6 21 1 2 8 11 23 7 5 3 10 18 26 32 33 13 27 24 19 29 25 22 31 37 36 40 44 45 100,filtered_GW200225_060421_7dt_separate.csv
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,50,50,1,47,0.79366,49.0699,4.10722,0 1 10 8 23 58 25 45 31 37 49 40 44 22 29 19 24 27 13 7 33 32 5 3 11 6 2 21 26 18 4 12 9 15 16 30 14 17 20 28 39 35 41 34 38 42 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,50,50,1,47,0.799776,49.5864,0.00515207,0 1 41 34 38 42 43 35 39 28 20 17 14 30 16 15 9 12 4 18 26 21 2 10 6 11 8 23 3 5 32 33 7 27 13 24 19 29 25 22 45 31 44 40 37 36 100,filtered_GW200225_060421_7dt_separate.csv
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,50,50,1,47,0.799776,49.5864,0.0064029,0 1 41 34 38 42 43 35 39 28 20 17 14 30 16 15 9 12 4 18 26 21 2 10 6 11 8 23 3 5 32 33 7 27 13 24 19 29 25 22 45 31 44 40 37 36 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,50,50,1,47,0.799776,49.5545,3.74776,0 1 4 12 16 30 14 17 35 43 42 38 34 41 39 28 20 15 9 18 26 21 2 6 8 23 5 11 10 3 32 33 7 27 13 24 19 29 25 22 45 31 44 40 37 36 100,filtered_GW200225_060421_7dt_separate.csv
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,60,50,1,42,0.762825,58.9207,4.911e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 100,filtered_GW200225_060421_7dt_separate.csv
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,60,50,1,54,0.841118,59.5336,3.91109,0 18 9 30 16 17 20 48 41 34 38 42 43 39 35 28 14 15 12 4 1 6 10 11 23 44 19 13 27 24 25 22 33 32 8 21 2 52 26 7 5 3 29 45 31 40 49 37 36 46 47 50 53 100,filtered_GW200225_060421_7dt_separate.csv
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,60,50,1,55,0.840741,58.463,4.31312,0 1 52 55 48 28 41 34 38 42 56 35 39 62 20 54 17 14 30 16 15 9 12 4 18 2 10 8 23 5 7 27 24 25 44 40 36 47 46 49 37 31 45 22 29 19 13 33 32 3 11 6 21 26 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,60,50,1,56,0.851429,59.8848,0.0168554,0 1 41 34 38 42 51 43 35 39 28 48 20 54 17 55 30 14 15 16 9 12 4 18 26 52 2 21 6 10 8 11 3 23 5 32 33 7 27 13 24 19 29 25 22 45 31 44 40 37 49 36 46 47 50 100,filtered_GW200225_060421_7dt_separate.csv
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,60,50,1,56,0.851429,59.8848,0.00783168,0 1 41 34 38 42 51 43 35 39 28 48 20 54 17 55 30 14 15 16 9 12 4 18 26 52 2 21 6 10 8 11 3 23 5 32 33 7 27 13 24 19 29 25 22 45 31 44 40 37 49 36 46 47 50 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,60,50,1,56,0.851929,59.8123,4.11603,0 16 30 17 54 20 35 43 51 42 38 34 41 39 28 48 14 15 9 12 4 18 26 1 52 2 21 6 10 8 11 3 23 5 32 33 7 13 27 24 19 29 25 22 45 31 44 40 37 49 36 46 47 50 53 100,filtered_GW200225_060421_7dt_separate.csv
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,70,50,1,49,0.812778,69.8466,5.056e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 100,filtered_GW200225_060421_7dt_separate.csv
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,70,50,1,62,0.878742,69.3922,4.07444,0 4 15 14 54 55 39 41 20 17 48 28 35 51 60 43 42 38 59 56 34 30 16 1 2 6 10 13 19 27 7 5 3 58 31 37 40 36 49 44 29 24 23 21 26 12 9 18 52 11 8 32 33 25 22 45 46 47 50 53 57 100,filtered_GW200225_060421_7dt_separate.csv
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,70,50,1,64,0.875882,68.3863,4.9117,0 1 4 12 16 30 55 20 48 28 73 35 61 59 90 43 42 38 34 41 39 54 17 14 15 9 18 26 21 6 63 52 2 10 8 11 3 23 58 32 5 7 33 13 64 27 24 19 29 25 22 45 44 40 37 31 80 49 36 46 47 53 50 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,70,50,1,64,0.885672,69.0432,0.0197596,0 1 41 34 38 42 60 51 43 59 61 56 35 28 39 62 54 20 48 55 17 14 30 16 15 9 12 52 4 18 26 21 2 10 6 11 8 23 3 58 5 32 33 7 27 13 24 19 29 25 22 45 31 44 40 37 49 36 46 47 50 53 57 100,filtered_GW200225_060421_7dt_separate.csv
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,70,50,1,64,0.885672,69.0432,0.00938512,0 1 41 34 38 42 60 51 43 59 61 56 35 28 39 62 54 20 48 55 17 14 30 16 15 9 12 52 4 18 26 21 2 10 6 11 8 23 3 58 5 32 33 7 27 13 24 19 29 25 22 45 31 44 40 37 49 36 46 47 50 53 57 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,70,50,1,64,0.885672,69.579,4.25539,0 12 9 15 16 30 14 17 41 34 38 42 60 51 43 59 61 56 35 28 39 62 54 20 48 55 1 2 8 23 5 58 24 13 27 7 32 11 6 52 4 18 26 21 10 3 33 19 29 25 22 45 31 44 40 37 49 36 46 47 50 53 57 100,filtered_GW200225_060421_7dt_separate.csv
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,80,50,1,53,0.835856,78.8763,4.532e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 100,filtered_GW200225_060421_7dt_separate.csv
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,80,50,1,71,0.906481,79.9903,4.25223,0 4 12 9 15 17 14 30 55 48 28 35 61 59 51 60 43 42 38 34 56 41 20 39 62 54 16 6 10 58 5 23 7 8 3 29 27 13 64 33 32 18 21 2 52 63 1 26 11 24 25 45 44 40 36 49 37 31 19 22 69 46 47 50 53 65 57 66 68 78 100,filtered_GW200225_060421_7dt_separate.csv
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,80,50,1,72,0.901794,77.9022,5.59396,0 1 21 2 63 52 4 12 16 30 17 48 76 73 56 38 42 60 51 43 59 61 34 94 41 35 39 28 20 54 14 15 9 18 26 6 10 8 11 79 3 32 33 13 64 58 23 5 7 27 24 19 29 25 22 45 31 44 40 37 80 49 36 46 69 75 47 50 53 57 66 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,80,50,1,73,0.912129,79.7177,0.0101156,0 1 41 34 38 42 67 60 51 43 59 61 56 35 28 39 62 54 20 48 55 17 14 30 16 15 9 12 18 4 70 52 63 2 26 21 6 10 8 11 3 23 58 5 32 33 7 64 27 13 24 19 29 25 22 45 31 44 40 37 49 36 71 69 46 47 65 50 53 57 66 68 100,filtered_GW200225_060421_7dt_separate.csv
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,80,50,1,73,0.912129,79.7177,0.00946073,0 1 41 34 38 42 67 60 51 43 59 61 56 35 28 39 62 54 20 48 55 17 14 30 16 15 9 12 18 4 70 52 63 2 26 21 6 10 8 11 3 23 58 5 32 33 7 64 27 13 24 19 29 25 22 45 31 44 40 37 49 36 71 69 46 47 65 50 53 57 66 68 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,80,50,1,73,0.912129,79.7113,4.5638,0 12 9 16 30 14 17 55 48 20 54 62 39 28 35 56 61 59 43 51 60 67 42 38 34 41 15 18 4 26 1 70 52 63 2 21 6 11 10 8 3 23 58 5 32 33 7 64 27 24 13 19 29 25 22 45 31 44 40 37 49 36 71 69 46 47 65 50 53 57 66 68 100,filtered_GW200225_060421_7dt_separate.csv
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,90,50,1,59,0.866038,89.9461,4.407e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 58 100,filtered_GW200225_060421_7dt_separate.csv
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,90,50,1,79,0.924775,89.9102,4.55632,0 1 15 14 48 16 55 76 54 39 35 56 41 73 28 20 17 30 70 52 4 2 6 10 8 11 7 5 3 58 64 19 29 27 13 25 22 40 36 69 50 68 66 57 53 49 71 75 65 47 46 45 44 37 31 24 23 32 33 63 21 26 18 12 9 62 34 38 72 59 61 42 43 51 67 60 74 83 100,filtered_GW200225_060421_7dt_separate.csv
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,90,50,1,81,0.924965,88.4474,3.91569,0 1 52 70 12 18 26 21 6 11 79 32 33 13 19 29 45 31 80 37 49 75 47 65 66 57 53 50 69 46 36 71 40 44 22 25 24 27 64 7 58 5 23 3 8 10 2 4 9 15 16 30 14 55 17 54 62 20 48 76 28 39 41 73 35 56 34 61 59 99 94 38 42 43 72 51 83 60 67 74 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,90,50,1,81,0.928889,89.2561,0.0142372,0 1 29 71 69 75 50 53 57 66 68 78 77 65 47 46 36 49 37 40 44 31 45 22 25 24 19 13 27 33 7 64 58 5 32 79 3 23 8 11 6 10 63 2 21 26 70 52 4 18 9 12 16 15 14 30 55 17 54 62 20 48 76 73 28 39 41 35 56 34 61 38 59 42 43 72 51 60 67 74 100,filtered_GW200225_060421_7dt_separate.csv
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,90,50,1,81,0.928889,89.2561,0.0122391,0 1 29 71 69 75 50 53 57 66 68 78 77 65 47 46 36 49 37 40 44 31 45 22 25 24 19 13 27 33 7 64 58 5 32 79 3 23 8 11 6 10 63 2 21 26 70 52 4 18 9 12 16 15 14 30 55 17 54 62 20 48 76 73 28 39 41 35 56 34 61 38 59 42 43 72 51 60 67 74 100,filtered_GW200225_060421_7dt_separate.csv
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,90,50,1,81,0.928889,89.8928,6.71464,0 70 30 14 15 16 12 1 29 71 69 75 50 53 57 78 68 66 77 65 47 46 36 49 37 40 44 31 45 22 25 24 19 13 27 33 7 64 58 5 23 6 11 79 3 32 8 10 63 2 21 26 52 4 18 9 55 17 54 62 20 48 76 73 28 39 41 35 56 34 61 38 59 42 43 72 51 60 67 74 100,filtered_GW200225_060421_7dt_separate.csv
