Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path,DatasetName
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,20,50,1,20,0.579809,19.535,2.38914,0 1 5 6 15 13 2 9 3 14 12 11 4 7 8 10 17 19 18 100,filtered_GW191216_213338_7dt_separate.csv
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,20,50,1,20,0.582429,19.9822,0.00194852,0 1 15 13 6 2 5 9 14 3 11 12 4 7 8 10 16 17 18 100,filtered_GW191216_213338_7dt_separate.csv
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,20,50,1,20,0.582429,19.9822,0.00403201,0 1 15 13 6 2 5 9 14 3 11 12 4 7 8 10 16 17 18 100,filtered_GW191216_213338_7dt_separate.csv
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,20,50,1,20,0.582429,19.8762,3.98759,0 1 5 6 15 13 2 9 14 3 11 12 4 7 17 10 8 18 16 100,filtered_GW191216_213338_7dt_separate.csv
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,30,50,1,24,0.644336,29.3972,4.132e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 100,filtered_GW191216_213338_7dt_separate.csv
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,30,50,1,29,0.713331,29.821,4.18118,0 1 9 21 20 15 13 6 2 5 24 3 14 12 11 4 17 23 10 25 7 8 27 19 18 16 26 22 100,filtered_GW191216_213338_7dt_separate.csv
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,30,50,1,29,0.713331,29.3745,1.29355,0 1 5 2 6 13 15 20 21 9 24 3 14 12 11 4 25 7 8 10 17 23 27 19 18 16 22 26 100,filtered_GW191216_213338_7dt_separate.csv
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,30,50,1,29,0.713331,29.4065,0.00284246,0 1 20 15 13 6 21 2 5 9 24 14 3 11 12 25 4 7 8 10 23 17 19 27 18 16 26 22 100,filtered_GW191216_213338_7dt_separate.csv
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,30,50,1,29,0.713331,29.4065,0.00484811,0 1 20 15 13 6 21 2 5 9 24 14 3 11 12 25 4 7 8 10 23 17 19 27 18 16 26 22 100,filtered_GW191216_213338_7dt_separate.csv
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,30,50,1,29,0.713331,29.8246,4.74054,0 1 9 21 20 15 13 6 2 5 24 14 3 11 12 25 23 19 17 10 8 7 4 27 18 16 26 22 100,filtered_GW191216_213338_7dt_separate.csv
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,40,50,1,31,0.735173,39.0018,4.563e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 100,filtered_GW191216_213338_7dt_separate.csv
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,40,50,1,38,0.794897,39.8092,4.07967,0 3 1 24 5 35 9 2 37 21 13 30 15 34 20 28 6 14 11 4 32 25 12 7 8 17 10 23 19 27 31 18 16 26 22 29 33 100,filtered_GW191216_213338_7dt_separate.csv
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,40,50,1,38,0.792865,39.1284,3.6686,0 1 5 2 6 13 15 20 34 40 36 30 28 21 9 24 14 3 11 12 4 25 32 7 8 10 23 17 19 27 31 18 16 26 22 29 33 100,filtered_GW191216_213338_7dt_separate.csv
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,40,50,1,38,0.795075,39.3192,0.014334,0 1 34 36 20 15 30 13 28 21 6 35 2 5 9 24 14 3 11 12 25 4 7 32 8 10 23 17 19 27 31 18 16 26 22 29 33 100,filtered_GW191216_213338_7dt_separate.csv
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,40,50,1,38,0.795075,39.3192,0.0052539,0 1 34 36 20 15 30 13 28 21 6 35 2 5 9 24 14 3 11 12 25 4 7 32 8 10 23 17 19 27 31 18 16 26 22 29 33 100,filtered_GW191216_213338_7dt_separate.csv
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,40,50,1,38,0.795075,39.5378,4.63824,0 1 5 2 35 6 13 15 36 34 20 30 28 21 9 24 14 3 11 12 17 23 10 8 7 4 25 32 19 27 31 18 16 26 22 29 33 100,filtered_GW191216_213338_7dt_separate.csv
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,50,50,1,36,0.780737,49.599,4.69e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 100,filtered_GW191216_213338_7dt_separate.csv
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,50,50,1,46,0.836567,49.1267,4.16343,0 24 14 4 32 44 31 18 39 29 42 41 38 33 22 26 16 19 23 27 17 10 8 7 25 5 21 13 15 20 36 34 40 43 30 28 6 35 37 2 1 9 3 11 12 100,filtered_GW191216_213338_7dt_separate.csv
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,50,50,1,47,0.838116,49.0982,1.68201,0 1 35 6 13 15 20 48 34 36 43 30 28 21 37 2 5 9 24 3 14 11 12 4 25 32 7 8 44 10 17 23 27 19 18 31 16 26 39 22 54 42 29 33 38 41 100,filtered_GW191216_213338_7dt_separate.csv
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,50,50,1,47,0.84086,49.8797,0.0108131,0 1 40 34 36 20 43 30 15 13 28 21 6 35 2 37 5 9 24 14 3 11 12 25 4 7 32 44 8 10 23 17 19 27 31 18 16 26 39 22 42 29 33 41 38 45 100,filtered_GW191216_213338_7dt_separate.csv
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,50,50,1,47,0.84086,49.3965,0.00597194,0 1 40 34 36 20 43 30 15 13 28 21 6 35 2 37 5 9 24 14 3 11 12 25 4 7 32 44 8 45 10 23 17 19 27 31 18 16 26 39 22 42 29 33 41 38 100,filtered_GW191216_213338_7dt_separate.csv
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,50,50,1,47,0.84086,49.4366,5.26851,0 11 32 44 45 27 31 18 16 26 29 38 41 33 42 22 39 19 17 23 10 8 7 4 25 12 3 14 24 1 5 9 37 2 35 6 21 28 13 15 30 43 20 36 34 40 100,filtered_GW191216_213338_7dt_separate.csv
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,60,50,1,42,0.817993,59.3765,4.307e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 100,filtered_GW191216_213338_7dt_separate.csv
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,60,50,1,55,0.867981,59.3773,4.29931,0 4 12 11 51 53 27 23 19 18 16 31 39 42 33 38 41 29 22 26 17 10 44 45 32 8 7 25 9 49 5 2 14 24 3 1 37 35 6 21 28 43 30 13 15 20 48 47 46 40 36 34 55 50 100,filtered_GW191216_213338_7dt_separate.csv
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,60,50,1,56,0.869056,58.9519,2.25651,0 1 24 14 12 25 32 44 45 23 27 31 61 26 54 42 33 38 41 29 22 39 64 16 18 19 17 10 8 7 4 11 3 49 9 5 2 37 21 35 6 28 13 30 15 43 20 48 36 34 40 47 46 55 50 100,filtered_GW191216_213338_7dt_separate.csv
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,60,50,1,56,0.871067,59.6052,0.00886385,0 1 18 39 22 29 41 38 52 33 42 54 26 16 31 27 19 17 23 53 10 45 44 32 8 51 7 4 25 12 11 3 14 24 49 5 9 37 2 35 6 21 28 13 15 30 43 20 48 34 36 40 47 46 50 100,filtered_GW191216_213338_7dt_separate.csv
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,60,50,1,56,0.871067,59.6052,0.00854205,0 1 18 39 22 29 41 38 52 33 42 54 26 16 31 27 19 17 23 53 10 45 44 32 8 51 7 4 25 12 11 3 14 24 49 5 9 37 2 35 6 21 28 13 15 30 43 20 48 34 36 40 47 46 50 100,filtered_GW191216_213338_7dt_separate.csv
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,60,50,1,56,0.871067,59.7776,4.19852,0 32 44 45 23 27 31 16 26 54 42 33 38 52 41 29 22 39 18 19 17 10 53 8 11 3 1 49 5 24 14 12 25 4 7 51 9 37 2 35 6 21 28 13 15 30 43 20 48 34 36 40 47 46 50 100,filtered_GW191216_213338_7dt_separate.csv
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,70,50,1,48,0.84461,69.956,3.894e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 48 100,filtered_GW191216_213338_7dt_separate.csv
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,70,50,1,63,0.887809,69.3752,4.398,0 9 5 49 1 60 44 10 17 23 27 19 32 25 12 3 14 24 11 4 7 45 31 29 54 33 38 52 41 42 22 26 39 16 18 53 8 51 35 13 43 15 30 28 21 37 6 2 58 48 55 50 47 34 36 20 56 40 46 57 59 62 100,filtered_GW191216_213338_7dt_separate.csv
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,70,50,1,65,0.890178,68.9561,3.64856,0 1 24 9 37 21 28 13 15 30 43 20 36 40 55 50 46 47 34 48 70 56 58 6 35 2 5 49 3 14 12 25 32 44 8 7 4 11 67 63 51 53 17 45 10 23 19 27 31 18 64 16 61 26 39 22 54 42 29 33 41 38 52 68 100,filtered_GW191216_213338_7dt_separate.csv
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,70,50,1,65,0.891936,69.4876,0.00696251,0 1 18 39 22 29 41 38 52 33 42 54 26 16 61 31 27 19 17 23 53 10 45 44 32 8 51 63 7 4 25 12 11 3 60 49 5 14 24 9 37 2 35 58 6 21 28 13 56 15 30 43 20 48 34 36 40 47 46 55 50 57 62 59 100,filtered_GW191216_213338_7dt_separate.csv
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,70,50,1,65,0.891936,69.4876,0.00881779,0 1 18 39 22 29 41 38 52 33 42 54 26 16 61 31 27 19 17 23 53 10 45 44 32 8 51 63 7 4 25 12 11 3 60 49 5 14 24 9 37 2 35 58 6 21 28 13 56 15 30 43 20 48 34 36 40 47 46 55 50 57 62 59 100,filtered_GW191216_213338_7dt_separate.csv
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,70,50,1,65,0.891936,69.4258,5.33259,0 60 49 5 1 32 44 45 10 53 17 23 19 27 31 61 16 26 54 42 33 52 38 41 29 22 39 18 8 51 63 7 4 11 3 12 25 14 24 9 37 2 35 58 6 21 28 13 56 15 30 43 20 48 34 36 40 47 46 55 50 57 62 59 100,filtered_GW191216_213338_7dt_separate.csv
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,80,50,1,54,0.865438,79.4287,4.67e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 100,filtered_GW191216_213338_7dt_separate.csv
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,80,50,1,72,0.902914,79.9983,4.27208,0 5 1 35 6 56 20 57 59 62 47 46 50 55 48 70 15 2 37 9 49 60 12 4 11 32 17 10 23 18 19 31 16 39 41 38 29 26 27 22 54 42 33 52 65 61 64 53 44 45 51 25 8 7 63 67 3 14 24 21 28 13 58 36 43 30 34 40 73 77 95 100,filtered_GW191216_213338_7dt_separate.csv
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,80,50,1,74,0.906587,79.1252,4.68207,0 1 49 60 3 11 67 63 51 8 10 53 17 19 18 16 64 39 22 29 41 38 68 66 52 65 33 42 54 26 61 31 27 23 45 44 32 7 4 25 12 14 24 9 5 37 2 35 58 56 28 21 6 13 15 30 43 70 20 48 34 36 40 73 77 95 62 59 57 50 55 46 47 100,filtered_GW191216_213338_7dt_separate.csv
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,80,50,1,74,0.906836,79.9672,0.00929275,0 1 18 64 39 22 29 41 38 66 68 52 65 33 42 54 26 16 61 31 27 19 17 23 53 10 45 44 32 8 51 63 7 25 12 4 67 11 3 14 24 60 49 5 35 2 9 37 21 6 58 56 13 28 30 43 15 70 48 20 36 34 40 47 73 46 55 50 57 62 59 77 82 100,filtered_GW191216_213338_7dt_separate.csv
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,80,50,1,74,0.906836,79.7154,0.00949374,0 1 18 64 39 22 29 41 38 66 68 52 65 33 42 54 26 16 61 31 27 19 17 23 53 10 45 44 32 8 51 63 7 25 12 4 67 11 3 14 24 60 49 5 35 2 9 37 21 6 58 56 13 28 30 43 15 70 48 20 36 34 40 47 73 77 46 55 50 57 62 59 82 100,filtered_GW191216_213338_7dt_separate.csv
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,80,50,1,74,0.906836,79.659,5.76588,0 49 5 1 32 44 45 10 53 23 27 31 61 16 26 54 42 33 65 52 68 66 38 41 29 22 39 64 18 19 17 8 51 63 7 25 12 4 67 11 3 14 24 60 35 2 9 37 21 6 58 56 13 28 30 43 15 70 48 20 36 34 40 47 55 46 73 77 50 57 62 59 82 100,filtered_GW191216_213338_7dt_separate.csv
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,90,50,1,60,0.881416,89.4384,4.354e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 100,filtered_GW191216_213338_7dt_separate.csv
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,90,50,1,78,0.910575,88.8974,5.41384,0 2 35 37 9 49 1 5 60 63 67 44 19 53 10 17 45 32 24 14 13 56 15 30 28 25 11 21 6 47 46 55 50 48 36 34 43 40 20 70 59 82 84 89 57 62 95 77 73 58 3 51 16 18 31 61 41 65 39 42 54 26 22 29 52 68 66 38 33 64 27 23 8 7 4 12 97 100,filtered_GW191216_213338_7dt_separate.csv
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,90,50,1,78,0.910575,85.0697,2.49587,0 1 57 89 82 84 59 62 95 50 77 46 55 47 73 40 34 36 48 70 43 20 15 30 13 56 58 35 49 5 2 6 28 21 37 9 24 14 32 44 45 10 17 23 19 64 18 16 39 22 68 66 52 38 65 33 41 29 42 54 26 61 31 27 53 51 8 7 63 4 25 12 67 97 11 3 60 100,filtered_GW191216_213338_7dt_separate.csv
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,90,50,1,78,0.910575,85.3973,0.00920797,0 1 18 64 39 22 29 41 38 66 68 52 65 33 42 54 26 16 61 31 27 19 17 23 53 10 45 44 32 8 51 63 7 25 12 4 67 11 3 14 24 60 49 5 35 2 9 37 21 6 58 56 13 28 30 43 15 70 48 20 36 34 40 47 73 46 55 50 57 62 59 77 82 84 89 95 97 100,filtered_GW191216_213338_7dt_separate.csv
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,90,50,1,78,0.910575,85.4654,0.0102814,0 1 18 64 39 22 29 41 38 66 68 52 65 33 42 54 26 16 61 31 27 19 17 23 53 10 45 44 32 8 51 63 7 25 12 4 67 11 3 14 24 60 49 5 35 2 9 37 21 6 58 56 13 28 30 43 15 70 48 20 36 34 40 47 46 55 50 57 62 59 73 77 82 84 89 95 97 100,filtered_GW191216_213338_7dt_separate.csv
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191216_213338_7dt_separate.csv,90,50,1,78,0.910575,87.0658,6.38153,0 1 32 27 31 23 10 17 53 45 44 9 37 43 15 70 34 40 47 55 46 73 36 20 48 13 28 30 56 58 6 21 2 35 5 49 60 24 14 3 11 67 4 12 25 51 8 18 26 54 41 38 66 68 52 65 33 42 29 64 39 22 16 61 19 7 63 97 95 89 84 59 62 57 50 77 82 100,filtered_GW191216_213338_7dt_separate.csv
