11  2.264911 1.958666 1.650552 2.173122 2.703991 2.897168 2.679552 2.725370 2.213219 1.625939 100000.000000 1.625939 2.213219 2.725370 3.130287 3.402302 3.523995 3.487521 3.295234 2.959501 3.015949 2.611245 2.190624 1.811087 1.632496 1.819942 2.202039 2.622743 3.026577 3.388188 3.691734 3.925899 4.082567 4.156481 4.145197 4.049087 3.871338 3.617950 3.297830 3.653006 3.343617 3.026310 2.721973
12  2.264911 2.272056 1.697356 1.863416 2.469024 2.850925 2.838463 3.130287 2.725370 2.213219 1.625939 100000.000000 1.625939 2.213219 2.725370 3.130287 3.402302 3.523995 3.487521 3.295234 3.538459 3.202418 2.815995 2.398976 1.987959 1.679796 1.686639 2.001545 2.413820 2.830227 3.215165 3.549167 3.818958 4.014911 4.130368 4.161488 4.107245 3.969430 3.752646 4.193269 3.937183 3.649348 3.339768
13  2.264911 2.552857 1.959605 1.650235 2.172164 2.703399 2.897187 3.402302 3.130287 2.725370 2.213219 1.625939 100000.000000 1.625939 2.213219 2.725370 3.130287 3.402302 3.523995 3.487521 3.918950 3.682193 3.376396 3.013000 2.608059 2.187468 1.808659 1.632552 1.822419 2.205203 2.625925 3.029515 3.390736 3.693792 3.927394 4.083447 4.156719 4.144784 4.048036 4.580366 4.407767 4.190375 3.933852
14  2.264911 2.761751 2.272987 1.697924 1.862540 2.468196 2.850625 3.523995 3.402302 3.130287 2.725370 2.213219 1.625939 100000.000000 1.625939 2.213219 2.725370 3.130287 3.402302 3.523995 4.127142 4.008147 3.808881 3.536127 3.199646 2.812904 2.395757 1.985027 1.678367 1.688177 2.004506 2.417040 2.833309 3.217921 3.551478 3.820740 4.016102 4.130927 4.161397 4.775195 4.702787 4.578552 4.405380
15  2.264911 2.877412 2.553617 1.960543 1.649921 2.171206 2.702807 3.487521 3.523995 3.402302 3.130287 2.725370 2.213219 1.625939 100000.000000 1.625939 2.213219 2.725370 3.130287 3.402302 4.147427 4.155058 4.077537 3.917430 3.680113 3.373829 3.010048 2.604872 2.184313 1.806242 1.632633 1.824906 2.208370 2.629105 3.032450 3.393281 3.695846 3.928884 4.084323 4.759927 4.794229 4.774633 4.701581
16  2.264911 2.889485 2.762252 2.273918 1.698493 1.861664 2.467369 3.295234 3.487521 3.523995 3.402302 3.130287 2.725370 2.213219 1.625939 100000.000000 1.625939 2.213219 2.725370 3.130287 3.978307 4.112001 4.161965 4.126551 4.006926 3.807071 3.533790 3.196870 2.809810 2.392538 1.982100 1.676957 1.689733 2.007471 2.420259 2.836388 3.220673 3.553786 3.822517 4.535926 4.673878 4.760667 4.794315
17  2.264911 2.796931 2.877609 2.554376 1.961483 1.649609 2.170248 2.959501 3.295234 3.487521 3.523995 3.402302 3.130287 2.725370 2.213219 1.625939 100000.000000 1.625939 2.213219 2.725370 3.632390 3.882158 4.055916 4.147808 4.154788 4.076625 3.915906 3.678029 3.371259 3.007094 2.601683 2.181161 1.803837 1.632739 1.827403 2.211539 2.632284 3.035382 3.395822 4.123867 4.352585 4.537901 4.675247
18  2.264911 2.607910 2.889360 2.762753 2.274849 1.699065 1.860789 2.501727 2.959501 3.295234 3.487521 3.523995 3.402302 3.130287 2.725370 2.213219 1.625939 100000.000000 1.625939 2.213219 3.136680 3.482827 3.767250 3.979632 4.112701 4.162018 4.125954 4.005700 3.805257 3.531451 3.194092 2.806715 2.389320 1.979178 1.675566 1.691307 2.010440 2.423478 2.839465 3.566389 3.861295 4.126889 4.355113
19  2.264911 2.340934 2.796495 2.877805 2.555134 1.962422 1.649301 1.950782 2.501727 2.959501 3.295234 3.487521 3.523995 3.402302 3.130287 2.725370 2.213219 1.625939 100000.000000 1.625939 2.536325 2.946208 3.318009 3.634560 3.883777 4.056931 4.148184 4.154513 4.075707 3.914377 3.675940 3.368686 3.004138 2.598494 2.178011 1.801442 1.632869 1.829910 2.214709 2.940722 3.256952 3.570115 3.864722
20  2.264911 2.029948 2.607203 2.889234 2.763253 2.275779 1.699639 1.341041 1.950782 2.501727 2.959501 3.295234 3.487521 3.523995 3.402302 3.130287 2.725370 2.213219 1.625939 100000.000000 1.923529 2.326826 2.746208 3.139516 3.485241 3.769151 3.980953 4.113397 4.162067 4.125353 4.004469 3.803438 3.529107 3.191311 2.803618 2.386101 1.976261 1.674196 1.692901 2.408904 2.648330 2.944507 3.260820
21  2.897367 2.377973 2.959578 3.435192 3.498285 3.117952 2.511477 1.683621 1.813525 2.402195 3.015949 3.538459 3.918950 4.127142 4.147427 3.978307 3.632390 3.136680 2.536325 1.923529 100000.000000 1.629584 2.242012 2.820498 3.349013 3.812695 4.198280 4.494547 4.692735 4.786912 4.774236 4.655091 4.433065 4.114790 3.709642 3.229366 2.687642 2.099649 1.481630 1.661575 1.724924 2.097759 2.560407
22  2.897367 2.278506 2.749891 3.313762 3.529606 3.287254 2.711961 1.995640 1.632464 1.990896 2.611245 3.202418 3.682193 4.008147 4.155058 4.112001 3.882158 3.482827 2.946208 2.326826 1.629584 100000.000000 1.629584 2.242012 2.820498 3.349013 3.812695 4.198280 4.494547 4.692735 4.786912 4.774236 4.655091 4.433065 4.114790 3.709642 3.229366 2.687642 2.099649 2.113708 1.734802 1.656026 1.958297
23  2.897367 2.277639 2.545537 3.150927 3.507809 3.416735 2.922495 2.407382 1.817476 1.681246 2.190624 2.815995 3.376396 3.808881 4.077537 4.161965 4.055916 3.767250 3.318009 2.746208 2.242012 1.629584 100000.000000 1.629584 2.242012 2.820498 3.349013 3.812695 4.198280 4.494547 4.692735 4.786912 4.774236 4.655091 4.433065 4.114790 3.709642 3.229366 2.687642 2.733965 2.262225 1.840401 1.632484
24  2.897367 2.375646 2.376265 2.957086 3.433993 3.498982 3.120212 2.824059 2.198875 1.685121 1.811087 2.398976 3.013000 3.536127 3.917430 4.126551 4.147808 3.979632 3.634560 3.139516 2.820498 2.242012 1.629584 100000.000000 1.629584 2.242012 2.820498 3.349013 3.812695 4.198280 4.494547 4.692735 4.786912 4.774236 4.655091 4.433065 4.114790 3.709642 3.229366 3.354987 2.890010 2.415340 1.967264
25  2.897367 2.544685 2.277867 2.747320 3.312012 3.529661 3.289088 3.209644 2.619561 1.998590 1.632496 1.987959 2.608059 3.199646 3.680113 4.006926 4.154788 4.112701 3.883777 3.485241 3.349013 2.820498 2.242012 1.629584 100000.000000 1.629584 2.242012 2.820498 3.349013 3.812695 4.198280 4.494547 4.692735 4.786912 4.774236 4.655091 4.433065 4.114790 3.709642 3.929532 3.502563 3.044887 2.570843
26  2.897367 2.748955 2.278272 2.543197 3.148728 3.507218 3.418032 3.544532 3.023637 2.410601 1.819942 1.679796 2.187468 2.812904 3.373829 3.807071 4.076625 4.162018 4.056931 3.769151 3.812695 3.349013 2.820498 2.242012 1.629584 100000.000000 1.629584 2.242012 2.820498 3.349013 3.812695 4.198280 4.494547 4.692735 4.786912 4.774236 4.655091 4.433065 4.114790 4.432433 4.061363 3.646794 3.197915
27  2.897367 2.958671 2.377350 2.374568 2.954592 3.432787 3.499671 3.815382 3.385637 2.827144 2.202039 1.686639 1.808659 2.395757 3.010048 3.533790 3.915906 4.125954 4.148184 3.980953 4.198280 3.812695 3.349013 2.820498 2.242012 1.629584 100000.000000 1.629584 2.242012 2.820498 3.349013 3.812695 4.198280 4.494547 4.692735 4.786912 4.774236 4.655091 4.433065 4.845603 4.543573 4.188483 3.787297
28  2.897367 3.152323 2.547029 2.277244 2.744750 3.310256 3.529707 4.012517 3.689673 3.212406 2.622743 2.001545 1.632552 1.985027 2.604872 3.196870 3.678029 4.005700 4.154513 4.113397 4.494547 4.198280 3.812695 3.349013 2.820498 2.242012 1.629584 100000.000000 1.629584 2.242012 2.820498 3.349013 3.812695 4.198280 4.494547 4.692735 4.786912 4.774236 4.655091 5.155149 4.932263 4.648974 4.310615
29  2.897367 3.314872 2.751527 2.278920 2.540862 3.146525 3.506619 4.129236 3.924400 3.546851 3.026577 2.413820 1.822419 1.678367 2.184313 2.809810 3.371259 3.805257 4.075707 4.162067 4.692735 4.494547 4.198280 3.812695 3.349013 2.820498 2.242012 1.629584 100000.000000 1.629584 2.242012 2.820498 3.349013 3.812695 4.198280 4.494547 4.692735 4.786912 4.774236 5.350878 5.214465 5.012391 4.748419
30  2.897367 3.435951 2.961161 2.379064 2.372881 2.952096 3.431574 4.161655 4.081681 3.817172 3.388188 2.830227 2.205203 1.688177 1.806242 2.392538 3.007094 3.531451 3.914377 4.125353 4.786912 4.692735 4.494547 4.198280 3.812695 3.349013 2.820498 2.242012 1.629584 100000.000000 1.629584 2.242012 2.820498 3.349013 3.812695 4.198280 4.494547 4.692735 4.786912 5.426368 5.380903 5.266681 5.085827
31  2.897367 3.508758 3.154514 2.549378 2.276635 2.742180 3.308493 4.108706 4.156239 4.013717 3.691734 3.215165 2.625925 2.004506 1.632633 1.982100 2.601683 3.194092 3.675940 4.004469 4.774236 4.786912 4.692735 4.494547 4.198280 3.812695 3.349013 2.820498 2.242012 1.629584 100000.000000 1.629584 2.242012 2.820498 3.349013 3.812695 4.198280 4.494547 4.692735 5.379145 5.426119 5.403495 5.311693
32  2.897367 3.529500 3.316613 2.754099 2.279583 2.538532 3.144318 3.972137 4.145606 4.129804 3.925899 3.549167 3.029515 2.417040 1.824906 1.676957 2.181161 2.806715 3.368686 3.803438 4.655091 4.774236 4.786912 4.692735 4.494547 4.198280 3.812695 3.349013 2.820498 2.242012 1.629584 100000.000000 1.629584 2.242012 2.820498 3.349013 3.812695 4.198280 4.494547 5.210757 5.348629 5.418345 5.418607
33  2.897367 3.497128 3.437138 2.963648 2.380789 2.371206 2.949597 3.756507 4.050133 4.161574 4.082567 3.818958 3.390736 2.833309 2.208370 1.689733 1.803837 2.389320 3.004138 3.529107 4.433065 4.655091 4.774236 4.786912 4.692735 4.494547 4.198280 3.812695 3.349013 2.820498 2.242012 1.629584 100000.000000 1.629584 2.242012 2.820498 3.349013 3.812695 4.198280 4.926726 5.150975 5.310744 5.403061
34  2.897367 3.413283 3.509329 3.156700 2.551731 2.276042 2.739612 3.469212 3.872987 4.107978 4.156481 4.014911 3.693792 3.217921 2.629105 2.007471 1.632739 1.979178 2.598494 3.191311 4.114790 4.433065 4.655091 4.774236 4.786912 4.692735 4.494547 4.198280 3.812695 3.349013 2.820498 2.242012 1.629584 100000.000000 1.629584 2.242012 2.820498 3.349013 3.812695 4.536390 4.839640 5.084221 5.265566
35  2.897367 3.282391 3.529425 3.318347 2.756672 2.280261 2.536207 3.120710 3.620145 3.970786 4.145197 4.130368 3.927394 3.551478 3.032450 2.420259 1.827403 1.675566 2.178011 2.803618 3.709642 4.114790 4.433065 4.655091 4.774236 4.786912 4.692735 4.494547 4.198280 3.812695 3.349013 2.820498 2.242012 1.629584 100000.000000 1.629584 2.242012 2.820498 3.349013 4.052778 4.424879 4.746210 5.010630
36  2.897367 3.111973 3.496411 3.438318 2.966133 2.382524 2.369541 2.725485 3.300492 3.754578 4.049087 4.161488 4.083447 3.820740 3.393281 2.836388 2.211539 1.691307 1.801442 2.386101 3.229366 3.709642 4.114790 4.433065 4.655091 4.774236 4.786912 4.692735 4.494547 4.198280 3.812695 3.349013 2.820498 2.242012 1.629584 100000.000000 1.629584 2.242012 2.820498 3.492893 3.920646 4.307875 4.646625
37  2.897367 2.913308 3.411961 3.509891 3.158881 2.554090 2.275463 2.305615 2.926305 3.466773 3.871338 4.107245 4.156719 4.016102 3.695846 3.220673 2.632284 2.010440 1.632869 1.976261 2.687642 3.229366 3.709642 4.114790 4.433065 4.655091 4.774236 4.786912 4.692735 4.494547 4.198280 3.812695 3.349013 2.820498 2.242012 1.629584 100000.000000 1.629584 2.242012 2.879708 3.345110 3.784123 4.185627
38  2.897367 2.702677 3.280536 3.529341 3.320074 2.759245 2.280954 1.905152 2.515115 3.117855 3.617950 3.969430 4.144784 4.130927 3.928884 3.553786 3.035382 2.423478 1.829910 1.674196 2.099649 2.687642 3.229366 3.709642 4.114790 4.433065 4.655091 4.774236 4.786912 4.692735 4.494547 4.198280 3.812695 3.349013 2.820498 2.242012 1.629584 100000.000000 1.629584 2.252222 2.723613 3.194436 3.643531
39  2.897367 2.503297 3.109698 3.495686 3.439490 2.968616 2.384270 1.646715 2.096793 2.722345 3.297830 3.752646 4.048036 4.161397 4.084323 3.822517 3.395822 2.839465 2.214709 1.692901 1.481630 2.099649 2.687642 3.229366 3.709642 4.114790 4.433065 4.655091 4.774236 4.786912 4.692735 4.494547 4.198280 3.812695 3.349013 2.820498 2.242012 1.629584 100000.000000 1.728817 2.104111 2.567267 3.041358
40  3.529822 3.036303 3.621094 4.087463 4.110359 3.676620 3.078963 2.272721 2.468692 3.030146 3.653006 4.193269 4.580366 4.775195 4.759927 4.535926 4.123867 3.566389 2.940722 2.408904 1.661575 2.113708 2.733965 3.354987 3.929532 4.432433 4.845603 5.155149 5.350878 5.426368 5.379145 5.210757 4.926726 4.536390 4.052778 3.492893 2.879708 2.252222 1.728817 100000.000000 1.630862 2.252184 2.854513
41  3.529822 2.945459 3.463788 4.004969 4.151918 3.818862 3.214594 2.394572 2.300557 2.725485 3.343617 3.937183 4.407767 4.702787 4.794229 4.673878 4.352585 3.861295 3.256952 2.648330 1.724924 1.734802 2.262225 2.890010 3.502563 4.061363 4.543573 4.932263 5.214465 5.380903 5.426119 5.348629 5.150975 4.839640 4.424879 3.920646 3.345110 2.723613 2.104111 1.630862 100000.000000 1.630863 2.252184
42  3.529822 2.900775 3.305823 3.895885 4.161645 3.942023 3.367809 2.627804 2.273337 2.465981 3.026310 3.649348 4.190375 4.578552 4.774633 4.760667 4.537901 4.126889 3.570115 2.944507 2.097759 1.656026 1.840401 2.415340 3.044887 3.646794 4.188483 4.648974 5.012391 5.266681 5.403495 5.418345 5.310744 5.084221 4.746210 4.307875 3.784123 3.194436 2.567267 2.252184 1.630863 100000.000000 1.630862
43  3.529822 2.908316 3.158065 3.764479 4.139211 4.041014 3.526709 2.921187 2.396851 2.299301 2.721973 3.339768 3.933852 4.405380 4.701581 4.794315 4.675247 4.355113 3.864722 3.260820 2.560407 1.958297 1.632484 1.967264 2.570843 3.197915 3.787297 4.310615 4.748419 5.085827 5.311693 5.418607 5.403061 5.265566 5.010630 4.646625 4.185627 3.643531 3.041358 2.854513 2.252184 1.630862 100000.000000
;

# Maximum allowable budget
param Budget := 39;
