Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Genetic,../data_RTSS/small_cases/filtered_GW200311_115853.fits_7dt.csv,30,50,1,30,0.937799,29.3206,7.73137,0 19 27 3 16 2 1 12 4 17 26 25 23 24 21 10 11 28 5 8 14 22 20 15 6 9 13 18 7 45
AntColony,../data_RTSS/small_cases/filtered_GW200311_115853.fits_7dt.csv,30,50,1,31,0.943423,29.9599,0.754289,0 1 11 21 24 23 25 18 26 17 13 9 7 12 4 10 28 5 8 2 6 15 16 3 14 19 27 22 29 20 45
Hoogeveen,../data_RTSS/small_cases/filtered_GW200311_115853.fits_7dt.csv,30,50,1,30,0.937799,29.1808,0.00245213,0 1 25 23 13 18 26 17 7 9 24 21 11 4 12 6 10 5 2 16 15 3 8 19 14 27 22 20 28 45
Gurobi,../data_RTSS/small_cases/filtered_GW200311_115853.fits_7dt.csv,30,50,1,31,0.943423,29.9143,0.276083,0 1 6 12 4 7 17 26 18 25 23 13 9 24 21 11 10 28 5 2 8 3 14 19 27 22 29 20 16 15 45
Greedy,../data_RTSS/small_cases/filtered_GW200311_115853.fits_7dt.csv,40,50,1,38,0.973993,39.8022,2.941e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 45
Genetic,../data_RTSS/small_cases/filtered_GW200311_115853.fits_7dt.csv,40,50,1,40,0.9788,39.6302,10.0095,0 24 13 23 25 36 31 18 26 17 32 35 12 2 15 3 29 27 19 37 10 1 4 7 9 11 21 34 28 8 5 30 33 6 16 14 20 22 38 45
AntColony,../data_RTSS/small_cases/filtered_GW200311_115853.fits_7dt.csv,40,50,1,40,0.9788,39.2985,1.71964,0 1 28 34 21 11 9 24 13 23 25 36 31 18 26 17 32 35 33 12 7 4 10 5 8 3 2 6 30 15 16 20 38 29 22 14 27 19 37 45
Hoogeveen,../data_RTSS/small_cases/filtered_GW200311_115853.fits_7dt.csv,40,50,1,40,0.9788,39.4883,0.0052883,0 1 36 31 25 23 13 18 26 17 32 7 9 24 21 11 4 35 12 33 30 6 2 5 34 10 28 37 8 3 15 16 14 19 27 22 29 20 38 45
Gurobi,../data_RTSS/small_cases/filtered_GW200311_115853.fits_7dt.csv,40,50,1,40,0.9788,39.2249,3.40345,0 1 10 11 21 34 28 5 2 3 8 37 19 14 27 38 22 29 20 16 15 30 6 33 12 4 7 35 32 17 26 18 31 36 25 23 13 9 24 45
Greedy,../data_RTSS/small_cases/filtered_GW200311_115853.fits_7dt.csv,50,50,1,46,0.987976,49.4203,4.287e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45
Genetic,../data_RTSS/small_cases/filtered_GW200311_115853.fits_7dt.csv,50,50,1,47,0.989159,47.284,6.96762,0 2 15 30 33 35 32 26 31 40 36 25 23 4 3 19 27 42 38 45 29 37 39 28 12 34 21 24 41 17 1 10 5 8 22 14 44 20 16 6 9 13 18 7 11 43 45
AntColony,../data_RTSS/small_cases/filtered_GW200311_115853.fits_7dt.csv,50,50,1,47,0.989159,46.7121,2.63872,0 1 10 34 43 23 41 40 36 31 25 18 26 13 17 32 35 33 12 7 9 24 21 11 28 39 37 19 27 42 38 45 29 22 15 30 6 4 2 5 8 3 14 16 20 44 45
Hoogeveen,../data_RTSS/small_cases/filtered_GW200311_115853.fits_7dt.csv,50,50,1,47,0.989159,47.7938,0.00452399,0 1 36 31 25 23 13 18 26 17 32 7 9 24 21 11 4 35 12 33 30 6 2 5 34 10 28 37 8 3 15 16 14 19 27 22 29 20 38 39 40 41 42 43 44 45 45
Gurobi,../data_RTSS/small_cases/filtered_GW200311_115853.fits_7dt.csv,50,50,1,47,0.989159,49.7895,0.241303,0 1 7 32 13 39 45 35 24 12 8 14 25 23 33 28 43 2 30 15 19 31 22 29 38 5 42 44 34 27 11 10 37 9 4 20 3 21 17 18 6 16 26 40 36 41 45
