Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,50,50,1,36,0.97102,49.9891,3.433e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 35 55
Genetic,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,50,50,1,46,0.981298,49.1586,3.91456,0 10 36 43 4 5 51 34 1 14 22 18 20 32 24 44 21 8 11 23 13 19 17 28 31 7 3 6 2 48 15 35 29 27 41 47 40 30 33 16 25 26 12 9 38 55
AntColony,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,50,50,1,47,0.981818,49.7897,2.89699,0 1 48 4 5 10 15 35 36 27 29 40 33 12 9 26 55 38 16 25 47 30 41 43 2 6 3 51 34 14 7 22 18 31 20 17 28 19 11 32 8 23 13 21 24 44 55
Hoogeveen,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,50,50,1,47,0.981842,49.6574,0.00462374,0 1 21 44 24 13 23 8 32 19 11 52 17 28 31 20 18 22 14 7 6 2 3 34 51 5 4 43 48 15 10 35 36 27 41 30 29 40 33 47 25 12 16 9 38 26 55
Gurobi,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,50,50,1,47,0.981842,49.3323,15.2839,0 1 5 51 34 14 18 20 28 17 52 11 23 21 44 24 13 8 32 19 31 22 7 3 6 43 48 2 10 4 15 35 36 27 41 47 30 29 40 33 25 12 26 9 16 38 55
Greedy,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,60,50,1,43,0.979203,59.7255,2.582e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 38 40 41 43 47 55
Genetic,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,60,50,1,48,0.982362,53.6741,3.95534,0 5 40 33 26 38 9 12 16 47 41 10 2 34 52 8 32 24 44 17 7 36 35 48 43 51 1 3 14 31 18 20 13 21 23 19 11 28 22 6 4 15 27 29 30 25 55 55
AntColony,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,60,50,1,48,0.982362,51.4968,1.26334,0 1 24 44 21 23 52 17 11 8 13 32 19 28 31 20 18 22 7 14 34 51 5 10 35 36 43 2 3 6 4 48 15 27 29 40 12 26 55 38 9 16 25 33 30 41 47 55
Hoogeveen,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,60,50,1,48,0.982362,58.2419,0.00515669,0 1 21 24 13 23 8 11 19 28 17 20 18 22 7 14 3 6 2 4 5 10 15 27 29 30 25 16 9 12 26 31 32 33 34 35 36 38 40 41 43 44 47 48 51 52 55 55
Gurobi,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,60,50,1,48,0.982362,59.2688,0.179541,0 10 43 3 34 24 23 52 11 36 12 55 16 38 48 35 1 41 27 31 6 7 28 14 32 51 5 29 33 30 26 25 9 47 18 22 2 15 21 13 17 4 8 44 19 20 40 55
Greedy,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,70,50,1,48,0.982362,68.339,3.074e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 38 40 41 43 44 47 48 51 52 55 55
Genetic,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,70,50,1,48,0.982362,54.2502,3.96034,0 2 6 43 10 41 47 40 16 38 26 30 35 14 31 20 21 24 44 8 32 52 19 17 18 5 36 1 22 28 13 23 11 7 51 34 4 15 48 3 27 29 33 25 12 55 9 55
AntColony,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,70,50,1,48,0.982362,51.4104,0.881886,0 1 24 44 21 23 13 8 32 19 11 52 17 28 31 20 18 22 14 34 51 5 10 35 43 2 3 7 6 4 48 15 36 27 29 30 41 47 25 9 38 55 26 12 16 33 40 55
Hoogeveen,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,70,50,1,48,0.982362,58.2419,0.00568712,0 1 21 24 13 23 8 11 19 28 17 20 18 22 7 14 3 6 2 4 5 10 15 27 29 30 25 16 9 12 26 31 32 33 34 35 36 38 40 41 43 44 47 48 51 52 55 55
Gurobi,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,70,50,1,48,0.982362,68.1621,0.207919,0 6 35 21 55 12 19 7 4 10 44 32 28 31 23 43 16 14 38 48 52 2 1 40 29 5 26 9 22 17 27 36 20 13 3 51 34 15 30 41 11 33 25 24 18 47 8 55
Greedy,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,80,50,1,48,0.982362,68.339,6.283e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 38 40 41 43 44 47 48 51 52 55 55
Genetic,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,80,50,1,48,0.982362,53.6919,4.19263,0 1 5 35 10 36 30 41 40 26 38 16 25 12 47 48 43 51 34 14 17 19 52 44 24 8 32 20 7 2 3 31 11 23 21 13 28 18 22 6 29 27 15 4 33 9 55 55
AntColony,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,80,50,1,48,0.982362,51.2921,1.17485,0 1 52 44 24 21 13 23 8 32 19 11 17 28 31 20 18 22 14 34 51 5 10 35 36 48 43 6 7 3 2 4 15 27 29 41 47 12 26 55 38 9 16 25 33 30 40 55
Hoogeveen,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,80,50,1,48,0.982362,58.2419,0.00539196,0 1 21 24 13 23 8 11 19 28 17 20 18 22 7 14 3 6 2 4 5 10 15 27 29 30 25 16 9 12 26 31 32 33 34 35 36 38 40 41 43 44 47 48 51 52 55 55
Gurobi,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,80,50,1,48,0.982362,71.7995,0.191947,0 10 38 5 9 40 33 13 35 44 55 34 19 20 4 26 28 15 1 31 30 6 21 14 25 17 7 23 36 3 2 27 41 18 29 11 8 48 22 51 43 47 52 24 16 12 32 55
Greedy,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,90,50,1,48,0.982362,68.339,6.209e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 38 40 41 43 44 47 48 51 52 55 55
Genetic,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,90,50,1,48,0.982362,54.5731,5.56781,0 34 51 5 48 43 1 6 10 35 36 30 40 47 16 38 26 12 25 18 20 28 17 23 8 24 21 13 44 52 32 19 22 14 7 2 15 3 41 27 29 55 9 33 4 31 11 55
AntColony,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,90,50,1,48,0.982362,51.5231,0.977104,0 1 24 44 21 23 8 13 32 11 19 17 52 28 31 20 18 22 14 34 51 5 10 35 43 2 3 7 6 4 48 15 36 27 41 47 33 12 26 55 38 9 16 25 30 29 40 55
Hoogeveen,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,90,50,1,48,0.982362,58.2419,0.00521271,0 1 21 24 13 23 8 11 19 28 17 20 18 22 7 14 3 6 2 4 5 10 15 27 29 30 25 16 9 12 26 31 32 33 34 35 36 38 40 41 43 44 47 48 51 52 55 55
Gurobi,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,90,50,1,48,0.982362,73.1402,0.197759,0 13 5 9 40 2 6 17 14 52 15 1 23 34 44 38 31 55 10 12 32 8 48 19 20 36 22 51 41 26 28 35 21 4 27 47 11 43 24 16 7 30 3 25 33 18 29 55
Greedy,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,100,50,1,48,0.982362,68.339,2.58e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 38 40 41 43 44 47 48 51 52 55 55
Genetic,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,100,50,1,48,0.982362,54.1606,4.41753,0 2 43 41 47 25 38 9 16 40 35 10 5 36 48 51 34 52 44 24 8 21 19 32 7 22 18 1 4 6 17 13 23 11 28 20 31 14 3 15 27 30 12 26 55 33 29 55
AntColony,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,100,50,1,48,0.982362,51.3681,0.964963,0 1 52 24 44 21 13 23 8 32 11 19 17 28 20 31 22 18 14 7 34 51 5 10 43 2 3 6 4 48 15 35 36 27 41 29 30 47 25 12 26 55 38 9 16 40 33 55
Hoogeveen,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,100,50,1,48,0.982362,58.2419,0.00525368,0 1 21 24 13 23 8 11 19 28 17 20 18 22 7 14 3 6 2 4 5 10 15 27 29 30 25 16 9 12 26 31 32 33 34 35 36 38 40 41 43 44 47 48 51 52 55 55
Gurobi,../data_RTSS/small_cases/filtered_GW200129_065458.fits_7dt_separate.csv,100,50,1,48,0.982362,73.1402,0.190784,0 13 5 9 40 2 6 17 14 52 15 1 23 34 44 38 31 55 10 12 32 8 48 19 20 36 22 51 41 26 28 35 21 4 27 47 11 43 24 16 7 30 3 25 33 18 29 55
