Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Gurobi,../data_RTSS/small_cases2/filtered_GW200316_215756_70nodes.csv,80,50,1,56,0.758275,62.9347,0.322362,0 27 65 29 56 38 13 41 48 6 36 37 28 24 5 64 26 54 4 52 17 46 12 32 33 42 11 70 2 15 35 20 34 40 16 7 21 53 19 1 8 10 60 14 3 67 18 50 30 9 23 31 25 22 66 70
Greedy,../data_RTSS/small_cases2/filtered_GW200316_215756_70nodes.csv,90,50,1,56,0.758275,63.4704,3.104e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 41 42 46 48 50 52 53 54 56 60 64 65 66 67 70 70
Genetic,../data_RTSS/small_cases2/filtered_GW200316_215756_70nodes.csv,90,50,1,56,0.758275,57.2825,17.9548,0 14 50 20 42 3 8 2 13 15 5 11 33 10 29 67 64 1 9 30 60 23 41 65 26 37 70 25 22 56 46 28 66 40 21 19 53 17 32 34 48 4 35 36 38 7 54 27 6 16 31 52 12 18 24 70
AntColony,../data_RTSS/small_cases2/filtered_GW200316_215756_70nodes.csv,90,50,1,56,0.758275,56.1834,1.53807,0 1 2 8 42 50 20 3 36 38 14 11 33 35 10 5 7 29 9 30 46 56 70 53 37 65 41 32 34 60 40 23 19 26 25 22 17 21 28 48 66 31 52 67 64 16 27 54 24 18 15 6 4 13 12 70
Hoogeveen,../data_RTSS/small_cases2/filtered_GW200316_215756_70nodes.csv,90,50,1,56,0.758275,60.0165,0.0077627,0 1 19 21 34 32 23 17 26 25 22 28 30 31 12 9 29 35 10 33 11 14 20 18 8 3 5 7 2 6 4 13 16 15 24 27 36 37 38 40 41 42 46 48 50 52 53 54 56 60 64 65 66 67 70 70
Gurobi,../data_RTSS/small_cases2/filtered_GW200316_215756_70nodes.csv,90,50,1,56,0.758275,62.9347,0.31831,0 27 65 29 56 38 13 41 48 6 36 37 28 24 5 64 26 54 4 52 17 46 12 32 33 42 11 70 2 15 35 20 34 40 16 7 21 53 19 1 8 10 60 14 3 67 18 50 30 9 23 31 25 22 66 70
Greedy,../data_RTSS/small_cases2/filtered_GW200316_215756_70nodes.csv,100,50,1,56,0.758275,63.4704,3.035e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 41 42 46 48 50 52 53 54 56 60 64 65 66 67 70 70
Genetic,../data_RTSS/small_cases2/filtered_GW200316_215756_70nodes.csv,100,50,1,56,0.758275,57.4658,14.5016,0 5 8 2 13 15 1 9 7 10 29 30 67 64 24 42 20 14 33 11 38 46 22 28 48 60 40 34 26 19 23 41 65 37 70 25 53 17 21 66 32 56 31 12 52 4 16 54 27 18 36 50 6 35 3 70
AntColony,../data_RTSS/small_cases2/filtered_GW200316_215756_70nodes.csv,100,50,1,56,0.758275,56.1561,1.52171,0 1 2 8 18 42 50 38 36 33 10 11 14 20 3 5 7 29 30 66 48 28 22 26 65 37 19 23 41 32 60 34 40 21 17 53 70 25 56 46 31 12 52 13 64 67 16 27 54 24 15 6 4 9 35 70
Hoogeveen,../data_RTSS/small_cases2/filtered_GW200316_215756_70nodes.csv,100,50,1,56,0.758275,60.0165,0.00717981,0 1 19 21 34 32 23 17 26 25 22 28 30 31 12 9 29 35 10 33 11 14 20 18 8 3 5 7 2 6 4 13 16 15 24 27 36 37 38 40 41 42 46 48 50 52 53 54 56 60 64 65 66 67 70 70
Gurobi,../data_RTSS/small_cases2/filtered_GW200316_215756_70nodes.csv,100,50,1,56,0.758275,62.9347,0.311775,0 27 65 29 56 38 13 41 48 6 36 37 28 24 5 64 26 54 4 52 17 46 12 32 33 42 11 70 2 15 35 20 34 40 16 7 21 53 19 1 8 10 60 14 3 67 18 50 30 9 23 31 25 22 66 70
